epoch,accuracy,loss,val_accuracy,val_loss
0,0.7455333471298218,1.070247769355774,0.8435483574867249,0.7302890419960022
1,0.882266640663147,0.5638009905815125,0.8318548202514648,0.7834024429321289
2,0.92166668176651,0.41408824920654297,0.86330646276474,0.6787384748458862
3,0.9393333196640015,0.3312892019748688,0.8282257914543152,0.9640015363693237
4,0.9541333317756653,0.2812410295009613,0.8604838848114014,0.7595956325531006
5,0.9608666896820068,0.24591466784477234,0.8600806593894958,0.8070400357246399
6,0.9703333377838135,0.20511361956596375,0.8068548440933228,1.1508547067642212
7,0.9702000021934509,0.19007951021194458,0.8491935729980469,0.7995767593383789
8,0.9753999710083008,0.17475257813930511,0.8201612830162048,0.958808183670044
9,0.9742000102996826,0.16719971597194672,0.8451613187789917,0.8360131978988647
10,0.9789999723434448,0.1460585743188858,0.8564516305923462,0.757225513458252
11,0.981333315372467,0.13163763284683228,0.85161292552948,0.863517701625824
12,0.9801333546638489,0.1250365823507309,0.8213709592819214,0.9514474272727966
13,0.9842666387557983,0.10876467823982239,0.8612903356552124,0.7118218541145325
14,0.984333336353302,0.10511595010757446,0.85161292552948,0.7474312782287598
15,0.9851333498954773,0.1006040871143341,0.8467742204666138,0.7615261077880859
16,0.9827333092689514,0.09863130003213882,0.8629032373428345,0.6724075675010681
17,0.9868666529655457,0.08727457374334335,0.8604838848114014,0.6438246965408325
18,0.984666645526886,0.08706008642911911,0.8383064270019531,0.7449877858161926
19,0.9885333180427551,0.07218669354915619,0.8629032373428345,0.6128291487693787
20,0.9863333106040955,0.07451596856117249,0.8552419543266296,0.684441089630127
21,0.9882000088691711,0.07051127403974533,0.8677419424057007,0.6948795318603516
22,0.989466667175293,0.06474859267473221,0.8629032373428345,0.6371996402740479
23,0.9900000095367432,0.06056436523795128,0.86330646276474,0.6714454293251038
24,0.9890000224113464,0.0627203956246376,0.8552419543266296,0.7209094166755676
25,0.9900000095367432,0.05801276117563248,0.8451613187789917,0.729067325592041
26,0.9898666739463806,0.05288490653038025,0.8540322780609131,0.6529214382171631
27,0.9904666543006897,0.05256868898868561,0.8596774339675903,0.6761171817779541
28,0.9920666813850403,0.04791213944554329,0.8568548560142517,0.685453474521637
29,0.9920666813850403,0.04692339152097702,0.8572580814361572,0.793059229850769
30,0.9915333390235901,0.04501056298613548,0.8548387289047241,0.6708399653434753
31,0.9923999905586243,0.04072395712137222,0.864112913608551,0.6270860433578491
32,0.9919999837875366,0.0425681434571743,0.8540322780609131,0.7178419828414917
33,0.9922000169754028,0.04045739769935608,0.8512097001075745,0.6959587335586548
34,0.9929999709129333,0.038455624133348465,0.83588707447052,0.7964374423027039
35,0.9931333065032959,0.03742457553744316,0.8705645203590393,0.5425577759742737
36,0.9936666488647461,0.03412483260035515,0.8697580695152283,0.605872392654419
37,0.992733359336853,0.03790626302361488,0.8737903237342834,0.5555294752120972
38,0.9943333268165588,0.03111325390636921,0.8548387289047241,0.6801718473434448
39,0.9941999912261963,0.03383712098002434,0.8560484051704407,0.6793225407600403
40,0.9941999912261963,0.030712507665157318,0.8661290407180786,0.6184852719306946
41,0.9938666820526123,0.031297724694013596,0.874193549156189,0.5402947664260864
42,0.9944666624069214,0.030760353431105614,0.8798387050628662,0.5572470426559448
43,0.9933333396911621,0.0287559125572443,0.8568548560142517,0.6872121095657349
44,0.9950666427612305,0.026982877403497696,0.8697580695152283,0.6095209717750549
45,0.9941333532333374,0.02929949387907982,0.8673387169837952,0.5818836688995361
46,0.9950666427612305,0.02657349966466427,0.8770161271095276,0.5584081411361694
47,0.994866669178009,0.025280725210905075,0.8387096524238586,0.7174810171127319
48,0.9958000183105469,0.02374166063964367,0.8681451678276062,0.6110358238220215
49,0.9952666759490967,0.023918889462947845,0.8717741966247559,0.5972105264663696
50,0.9950666427612305,0.023497456684708595,0.85161292552948,0.6620150804519653
51,0.9950000047683716,0.025729985907673836,0.8693548440933228,0.6107224822044373
52,0.9951333403587341,0.023852769285440445,0.8447580933570862,0.7808436155319214
53,0.9962000250816345,0.02223403938114643,0.8677419424057007,0.6042708158493042
54,0.9956666827201843,0.020445801317691803,0.8649193644523621,0.6415634751319885
55,0.9946666955947876,0.023945486173033714,0.8536290526390076,0.6796329617500305
56,0.994866669178009,0.024377886205911636,0.8717741966247559,0.6092762351036072
57,0.9950000047683716,0.02336888760328293,0.8737903237342834,0.563529372215271
58,0.996066689491272,0.019857943058013916,0.8600806593894958,0.601047933101654
59,0.9965333342552185,0.01922600530087948,0.8717741966247559,0.5836236476898193
60,0.9963333606719971,0.019515452906489372,0.8786290287971497,0.5379425287246704
61,0.9962000250816345,0.01974407210946083,0.8600806593894958,0.650070309638977
62,0.9945999979972839,0.021146759390830994,0.8697580695152283,0.6175152063369751
63,0.9972000122070312,0.017343491315841675,0.8733870983123779,0.5699249505996704
64,0.9965999722480774,0.017667317762970924,0.8588709831237793,0.6405923962593079
65,0.9958000183105469,0.020361242815852165,0.8705645203590393,0.6420603394508362
66,0.9958666563034058,0.019909944385290146,0.8677419424057007,0.597501814365387
67,0.9959999918937683,0.019098497927188873,0.8552419543266296,0.7576265931129456
68,0.9955999851226807,0.01998606137931347,0.8657258152961731,0.664793074131012
69,0.9962666630744934,0.019735774025321007,0.8564516305923462,0.7262012362480164
70,0.9956666827201843,0.020863695070147514,0.8673387169837952,0.6574811935424805
71,0.9962000250816345,0.018456703051924706,0.8552419543266296,0.7020831108093262
72,0.9968000054359436,0.015853151679039,0.8669354915618896,0.6058282852172852
73,0.9962000250816345,0.01645173691213131,0.8665322661399841,0.652952253818512
74,0.997866690158844,0.01349403616040945,0.8717741966247559,0.573814332485199
75,0.9970666766166687,0.016149120405316353,0.8645161390304565,0.6455246210098267
76,0.9967333078384399,0.016228707507252693,0.8616935610771179,0.6856286525726318
77,0.9965999722480774,0.0162836704403162,0.8629032373428345,0.616375207901001
78,0.9964666962623596,0.016090530902147293,0.8846774101257324,0.5246058106422424
79,0.9977333545684814,0.013652220368385315,0.875,0.5918784141540527
80,0.9970666766166687,0.015806056559085846,0.8649193644523621,0.5933341979980469
